CounterID,EventDate,EventID,Country,visits
111,2020-03-15,94037,Other,9089
111,2020-03-15,43167,Russia,9564
111,2020-03-16,86070,Other,5719
111,2020-03-16,79233,Russia,6983
111,2020-03-17,77085,Russia,113
111,2020-03-17,18390,Other,1806
111,2020-03-18,78486,Other,2407
111,2020-03-18,74982,Russia,624
111,2020-03-19,94578,Russia,4462
111,2020-03-19,42814,Other,3684
111,2020-03-20,48817,Russia,1599
111,2020-03-20,32734,Other,5013
111,2020-03-21,83561,Russia,2976
111,2020-03-21,23965,Other,9723
111,2020-03-22,96223,Russia,5633
111,2020-03-22,44397,Other,3300
111,2020-03-23,38804,Russia,2323
111,2020-03-23,38169,Other,4548
111,2020-03-24,60564,Other,5632
111,2020-03-24,47229,Russia,6256
111,2020-03-25,92899,Russia,8956
111,2020-03-25,36912,Other,4386
111,2020-03-26,95985,Russia,1195
111,2020-03-26,53304,Other,3394
111,2020-03-27,69543,Other,6104
111,2020-03-27,25457,Russia,8725
111,2020-03-28,96769,Other,6776
111,2020-03-28,52767,Russia,1246
111,2020-03-29,70619,Russia,6425
111,2020-03-29,40670,Other,5746
111,2020-03-30,89446,Other,6936
111,2020-03-30,73344,Russia,6800
111,2020-03-31,66006,Other,2602
111,2020-03-31,50793,Russia,3942
111,2020-04-01,93272,Other,2468
111,2020-04-01,10978,Russia,3956
111,2020-04-02,97330,Russia,519
111,2020-04-02,31256,Other,8993
111,2020-04-03,73950,Russia,8474
111,2020-04-03,53429,Other,4838
111,2020-04-04,89566,Other,2697
111,2020-04-04,86371,Russia,9894
111,2020-04-05,65133,Russia,3371
111,2020-04-05,33514,Other,8669
111,2020-04-06,57154,Other,1568
111,2020-04-06,11098,Russia,770
111,2020-04-07,70343,Russia,1507
111,2020-04-07,65652,Other,9658
111,2020-04-08,94206,Other,6640
111,2020-04-08,93379,Russia,4356
111,2020-04-09,69257,Russia,4656
111,2020-04-09,11838,Other,8083
111,2020-04-10,95701,Other,2816
111,2020-04-10,22236,Russia,4112
111,2020-04-11,68003,Russia,5318
111,2020-04-11,10162,Other,9880
111,2020-04-12,97345,Russia,6309
111,2020-04-12,50881,Other,7951
111,2020-04-13,48696,Other,6584
111,2020-04-13,14095,Russia,2192
111,2020-04-14,71959,Russia,9172
111,2020-04-14,22606,Other,6508
111,2020-04-15,88443,Other,2800
111,2020-04-15,37244,Russia,9996
111,2020-04-16,91363,Other,7748
111,2020-04-16,45466,Russia,2815
111,2020-04-17,39307,Other,5410
111,2020-04-17,32624,Russia,2716
111,2020-04-18,53257,Other,6876
111,2020-04-18,33669,Russia,8264
111,2020-04-19,37637,Other,1896
111,2020-04-19,10300,Russia,5959
111,2020-04-20,91349,Russia,2899
111,2020-04-20,45783,Other,6635
111,2020-04-21,82958,Russia,9630
111,2020-04-21,40902,Other,4292
111,2020-04-22,86262,Other,8577
111,2020-04-22,85981,Russia,5632
111,2020-04-23,99782,Other,4662
111,2020-04-23,66252,Russia,4320
111,2020-04-24,69387,Russia,224
111,2020-04-24,35838,Other,7025
111,2020-04-25,54989,Other,1820
111,2020-04-25,50001,Russia,3134
111,2020-04-26,35682,Other,246
111,2020-04-26,27413,Russia,3503
111,2020-04-27,92723,Other,6763
111,2020-04-27,80540,Russia,7005
111,2020-04-28,80583,Other,8199
111,2020-04-28,31288,Russia,5168
111,2020-04-29,63294,Other,2684
111,2020-04-29,14604,Russia,1943
111,2020-04-30,98589,Other,4211
111,2020-04-30,17700,Russia,3227
111,2020-05-01,81937,Russia,1249
111,2020-05-01,59860,Other,6668
111,2020-05-02,73358,Other,1987
111,2020-05-02,11325,Russia,1624
111,2020-05-03,30252,Russia,4657
111,2020-05-03,20569,Other,6474
111,2020-05-04,95699,Russia,7097
111,2020-05-04,34378,Other,6111
111,2020-05-05,70882,Russia,6959
111,2020-05-05,40375,Other,9873
111,2020-05-06,90212,Other,4244
111,2020-05-06,72262,Russia,8601
111,2020-05-07,68656,Russia,476
111,2020-05-07,32720,Other,5425
111,2020-05-08,97783,Other,794
111,2020-05-08,32401,Russia,451
111,2020-05-09,96038,Russia,1320
111,2020-05-09,41752,Other,4238
111,2020-05-10,95619,Other,1952
111,2020-05-10,20692,Russia,7171
111,2020-05-11,94799,Russia,7422
111,2020-05-11,56375,Other,3781
111,2020-05-12,82145,Russia,4250
111,2020-05-12,40795,Other,3800
111,2020-05-13,71671,Other,1826
111,2020-05-13,10235,Russia,8371
111,2020-05-14,34916,Russia,352
111,2020-05-14,12922,Other,4038
111,2020-05-15,98544,Russia,6607
111,2020-05-15,41759,Other,1027
111,2020-05-16,90502,Other,8834
111,2020-05-16,23958,Russia,9105
111,2020-05-17,90775,Other,4433
111,2020-05-17,77027,Russia,5021
111,2020-05-18,58476,Russia,7748
111,2020-05-18,12017,Other,6894
111,2020-05-19,99510,Russia,8735
111,2020-05-19,38821,Other,9197
111,2020-05-20,93942,Russia,4240
111,2020-05-20,38146,Other,5967
111,2020-05-21,66425,Russia,7190
111,2020-05-21,37450,Other,5766
111,2020-05-22,71912,Other,7706
111,2020-05-22,10605,Russia,3268
111,2020-05-23,93955,Other,4485
111,2020-05-23,55388,Russia,5549
111,2020-05-24,52866,Russia,7529
111,2020-05-24,38268,Other,4471
111,2020-05-25,53023,Russia,6755
111,2020-05-25,51711,Other,9709
111,2020-05-26,31791,Russia,6033
111,2020-05-26,15259,Other,1060
111,2020-05-27,71848,Russia,2383
111,2020-05-27,11497,Other,7734
111,2020-05-28,62396,Other,2212
111,2020-05-28,48941,Russia,3072
111,2020-05-29,97342,Russia,3144
111,2020-05-29,27014,Other,7112
111,2020-05-30,97387,Russia,3777
111,2020-05-30,36218,Other,604
111,2020-05-31,92769,Other,8265
111,2020-05-31,26000,Russia,5735
111,2020-06-01,89151,Other,7735
111,2020-06-01,78368,Russia,8975
111,2020-06-02,74854,Russia,9711
111,2020-06-02,63549,Other,8626
111,2020-06-03,92727,Other,3151
111,2020-06-03,46518,Russia,6592
111,2020-06-04,91361,Other,6661
111,2020-06-04,87120,Russia,1413
111,2020-06-05,80435,Other,5340
111,2020-06-05,27106,Russia,3681
111,2020-06-06,19036,Russia,3302
111,2020-06-06,12665,Other,7635
111,2020-06-07,61267,Other,2958
111,2020-06-07,10178,Russia,9884
111,2020-06-08,60223,Other,7026
111,2020-06-08,35124,Russia,6928
111,2020-06-09,95079,Other,4753
111,2020-06-09,90907,Russia,773
111,2020-06-10,83736,Russia,297
111,2020-06-10,20035,Other,3986
111,2020-06-11,92252,Russia,7864
111,2020-06-11,33528,Other,341
111,2020-06-12,40801,Other,1526
111,2020-06-12,18499,Russia,7221
111,2020-06-13,86001,Other,4743
111,2020-06-13,72905,Russia,2088
111,2020-06-14,57990,Other,9626
111,2020-06-14,42729,Russia,415
111,2020-06-15,91076,Russia,4681
111,2020-06-15,56785,Other,3193
111,2020-06-16,97054,Other,8620
111,2020-06-16,79934,Russia,9065
111,2020-06-17,99465,Russia,4655
111,2020-06-17,56927,Other,1559
111,2020-06-18,38089,Other,8211
111,2020-06-18,17872,Russia,9919
111,2020-06-19,53553,Other,321
111,2020-06-19,41770,Russia,1254
111,2020-06-20,63679,Other,590
111,2020-06-20,50421,Russia,5166
111,2020-06-21,30737,Russia,3374
111,2020-06-21,10485,Other,9928
111,2020-06-22,49311,Other,8877
111,2020-06-22,13136,Russia,2572
111,2020-06-23,78804,Other,6244
111,2020-06-23,51417,Russia,7478
111,2020-06-24,44264,Russia,6070
111,2020-06-24,18226,Other,8359
111,2020-06-25,86544,Russia,3669
111,2020-06-25,50977,Other,130
111,2020-06-26,64752,Russia,2481
111,2020-06-26,19934,Other,6373
111,2020-06-27,96085,Russia,1687
111,2020-06-27,91448,Other,8391
111,2020-06-28,60386,Other,9351
111,2020-06-28,58378,Russia,3059
111,2020-06-29,86439,Russia,8676
111,2020-06-29,84203,Other,2540
111,2020-06-30,35264,Russia,1175
111,2020-06-30,30361,Other,6624
111,2020-07-01,49210,Other,7620
111,2020-07-01,12693,Russia,9473
111,2020-07-02,57789,Russia,8423
111,2020-07-02,35432,Other,1821
111,2020-07-03,75004,Other,733
111,2020-07-03,39020,Russia,9178
111,2020-07-04,81118,Russia,6457
111,2020-07-04,41870,Other,6454
111,2020-07-05,95803,Other,1641
111,2020-07-05,53858,Russia,315
111,2020-07-06,63747,Other,4950
111,2020-07-06,20639,Russia,7104
111,2020-07-07,67197,Russia,4893
111,2020-07-07,43195,Other,7816
111,2020-07-08,63200,Other,1748
111,2020-07-08,54608,Russia,5086
111,2020-07-09,44888,Russia,6275
111,2020-07-09,14781,Other,5409
111,2020-07-10,14107,Other,9146
111,2020-07-10,13001,Russia,4852
111,2020-07-11,82966,Other,6003
111,2020-07-11,24142,Russia,9219
111,2020-07-12,95545,Other,2555
111,2020-07-12,58720,Russia,7935
111,2020-07-13,79546,Other,1000
111,2020-07-13,33142,Russia,5791
111,2020-07-14,66955,Other,6316
111,2020-07-14,20727,Russia,2905
111,2020-07-15,73819,Russia,3750
111,2020-07-15,66591,Other,2945
111,2020-07-16,64721,Russia,4082
111,2020-07-16,59180,Other,1361
111,2020-07-17,82933,Russia,2132
111,2020-07-17,26363,Other,6712
111,2020-07-18,80767,Russia,9946
111,2020-07-18,19970,Other,5834
111,2020-07-19,57620,Russia,9129
111,2020-07-19,23117,Other,6739
111,2020-07-20,73487,Other,1431
111,2020-07-20,22901,Russia,1230
111,2020-07-21,44562,Other,3484
111,2020-07-21,12708,Russia,3531
111,2020-07-22,95733,Russia,7206
111,2020-07-22,45718,Other,4753
111,2020-07-23,65438,Other,1006
111,2020-07-23,42722,Russia,6906
111,2020-07-24,35148,Russia,4405
111,2020-07-24,15060,Other,1247
111,2020-07-25,99330,Russia,3417
111,2020-07-25,72531,Other,4594
111,2020-07-26,45618,Other,4883
111,2020-07-26,40762,Russia,9676
111,2020-07-27,90456,Other,8227
111,2020-07-27,37006,Russia,3885
111,2020-07-28,87466,Other,367
111,2020-07-28,19312,Russia,8984
111,2020-07-29,37463,Russia,2967
111,2020-07-29,35769,Other,4862
111,2020-07-30,69333,Other,8238
111,2020-07-30,52344,Russia,8233
111,2020-07-31,82345,Other,4021
111,2020-07-31,43833,Russia,9970
111,2020-08-01,41096,Russia,4986
111,2020-08-01,19918,Other,9395
111,2020-08-02,58856,Russia,3210
111,2020-08-02,36497,Other,754
111,2020-08-03,96348,Other,3648
111,2020-08-03,49424,Russia,8407
111,2020-08-04,90611,Other,8968
111,2020-08-04,37342,Russia,5075
111,2020-08-05,74811,Other,5892
111,2020-08-05,27079,Russia,4053
111,2020-08-06,95020,Other,3697
111,2020-08-06,21006,Russia,1365
111,2020-08-07,84145,Other,2223
111,2020-08-07,39669,Russia,2771
111,2020-08-08,93118,Other,3239
111,2020-08-08,84982,Russia,3600
111,2020-08-09,89581,Other,6072
111,2020-08-09,60529,Russia,2443
111,2020-08-10,26005,Other,7498
111,2020-08-10,24750,Russia,4071
111,2020-08-11,53819,Other,5141
111,2020-08-11,29017,Russia,7279
111,2020-08-12,73529,Russia,6679
111,2020-08-12,70731,Other,557
111,2020-08-13,87202,Other,9409
111,2020-08-13,25611,Russia,808
111,2020-08-14,51080,Other,930
111,2020-08-14,30202,Russia,9010
111,2020-08-15,88040,Russia,6740
111,2020-08-15,66499,Other,5594
111,2020-08-16,42093,Other,9013
111,2020-08-16,12018,Russia,4003
111,2020-08-17,42372,Other,3156
111,2020-08-17,21804,Russia,4928
111,2020-08-18,94246,Other,5128
111,2020-08-18,38050,Russia,9099
111,2020-08-19,56227,Other,7954
111,2020-08-19,36983,Russia,3226
111,2020-08-20,87828,Other,6470
111,2020-08-20,60352,Russia,4999
111,2020-08-21,55868,Russia,3611
111,2020-08-21,47052,Other,5863
111,2020-08-22,84122,Russia,1098
111,2020-08-22,22050,Other,5891
111,2020-08-23,76373,Russia,5543
111,2020-08-23,10876,Other,1992
111,2020-08-24,33566,Other,8632
111,2020-08-24,30480,Russia,3740
111,2020-08-25,60996,Other,6590
111,2020-08-25,12274,Russia,326
111,2020-08-26,82477,Russia,6337
111,2020-08-26,44129,Other,7761
111,2020-08-27,93469,Russia,3482
111,2020-08-27,12163,Other,7599
111,2020-08-28,74330,Other,2082
111,2020-08-28,15285,Russia,3681
111,2020-08-29,66152,Other,8530
111,2020-08-29,11065,Russia,1013
111,2020-08-30,51900,Other,2907
111,2020-08-30,19208,Russia,2053
111,2020-08-31,70635,Other,8011
111,2020-08-31,53793,Russia,2987
111,2020-09-01,87707,Russia,7264
111,2020-09-01,28718,Other,3500
111,2020-09-02,78685,Russia,5647
111,2020-09-02,56286,Other,7700
111,2020-09-03,85850,Russia,9138
111,2020-09-03,67048,Other,154
111,2020-09-04,69546,Other,3113
111,2020-09-04,55921,Russia,2088
111,2020-09-05,42021,Other,4693
111,2020-09-05,27363,Russia,2642
111,2020-09-06,66069,Other,2306
111,2020-09-06,30622,Russia,3616
111,2020-09-07,75189,Other,5843
111,2020-09-07,24119,Russia,1329
111,2020-09-08,86754,Other,9401
111,2020-09-08,75602,Russia,8717
111,2020-09-09,93220,Russia,8673
111,2020-09-09,75142,Other,6723
111,2020-09-10,73573,Other,1741
111,2020-09-10,41991,Russia,5989
111,2020-09-11,97312,Other,5312
111,2020-09-11,64992,Russia,7050
111,2020-09-12,69591,Russia,7567
111,2020-09-12,37256,Other,3648
111,2020-09-13,53656,Russia,2474
111,2020-09-13,17788,Other,9485
111,2020-09-14,66525,Russia,1642
111,2020-09-14,49683,Other,5099
111,2020-09-15,92997,Russia,3117
111,2020-09-15,74800,Other,7613
111,2020-09-16,75386,Other,9124
111,2020-09-16,73643,Russia,225
111,2020-09-17,96000,Other,2132
111,2020-09-17,23205,Russia,2090
111,2020-09-18,49160,Other,2789
111,2020-09-18,11036,Russia,3978
111,2020-09-19,72613,Russia,587
111,2020-09-19,58544,Other,8388
111,2020-09-20,50822,Other,7952
111,2020-09-20,47508,Russia,8200
111,2020-09-21,85932,Russia,1660
111,2020-09-21,81134,Other,3372
111,2020-09-22,27359,Russia,1881
111,2020-09-22,21995,Other,8462
111,2020-09-23,79203,Other,7355
111,2020-09-23,29825,Russia,3861
111,2020-09-24,84824,Other,9804
111,2020-09-24,67352,Russia,7864
111,2020-09-25,52943,Other,8657
111,2020-09-25,25049,Russia,7007
111,2020-09-26,96464,Other,2007
111,2020-09-26,95047,Russia,9224
111,2020-09-27,89580,Other,8363
111,2020-09-27,40815,Russia,2424
111,2020-09-28,45490,Russia,2032
111,2020-09-28,13137,Other,9275
111,2020-09-29,66160,Russia,7443
111,2020-09-29,50034,Other,330
111,2020-09-30,61791,Other,1741
111,2020-09-30,56469,Russia,1975
111,2020-10-01,65784,Other,5074
111,2020-10-01,53541,Russia,142
111,2020-10-02,88684,Other,7983
111,2020-10-02,38874,Russia,2162
111,2020-10-03,84715,Russia,1925
111,2020-10-03,58687,Other,460
111,2020-10-04,89934,Russia,8450
111,2020-10-04,21907,Other,2786
111,2020-10-05,87389,Russia,7619
111,2020-10-05,79998,Other,9476
111,2020-10-06,76217,Russia,6649
111,2020-10-06,73949,Other,4733
111,2020-10-07,52436,Other,1461
111,2020-10-07,50831,Russia,1883
111,2020-10-08,76152,Other,5531
111,2020-10-08,36609,Russia,8551
111,2020-10-09,97221,Other,8153
111,2020-10-09,71132,Russia,3187
111,2020-10-10,60831,Russia,2824
111,2020-10-10,57505,Other,3467
111,2020-10-11,26057,Russia,5796
111,2020-10-11,15488,Other,4997
111,2020-10-12,62481,Russia,544
111,2020-10-12,14188,Other,6032
111,2020-10-13,82168,Russia,5258
111,2020-10-13,39894,Other,8734
111,2020-10-14,98972,Other,201
111,2020-10-14,22869,Russia,1490
111,2020-10-15,98691,Other,1803
111,2020-10-15,55754,Russia,872
111,2020-10-16,38552,Other,8079
111,2020-10-16,37157,Russia,4795
111,2020-10-17,59079,Russia,9391
111,2020-10-17,57088,Other,4007
111,2020-10-18,34611,Russia,9127
111,2020-10-18,31497,Other,8206
111,2020-10-19,97237,Russia,6035
111,2020-10-19,37866,Other,614
111,2020-10-20,47994,Other,8989
111,2020-10-20,31666,Russia,3575
111,2020-10-21,40867,Other,7842
111,2020-10-21,36120,Russia,9072
111,2020-10-22,96454,Russia,4243
111,2020-10-22,56792,Other,8790
111,2020-10-23,16334,Other,4107
111,2020-10-23,15359,Russia,5900
111,2020-10-24,43815,Other,2044
111,2020-10-24,36859,Russia,4915
111,2020-10-25,33444,Russia,1284
111,2020-10-25,17060,Other,2385
111,2020-10-26,23357,Russia,9613
111,2020-10-26,19851,Other,2035
111,2020-10-27,98799,Russia,2544
111,2020-10-27,92935,Other,7118
111,2020-10-28,84503,Other,1599
111,2020-10-28,41221,Russia,5792
111,2020-10-29,83660,Other,7885
111,2020-10-29,47223,Russia,3656
111,2020-10-30,68128,Other,5728
111,2020-10-30,19967,Russia,8046
111,2020-10-31,87689,Russia,3039
111,2020-10-31,18390,Other,3758
111,2020-11-01,64046,Other,6236
111,2020-11-01,32056,Russia,9950
111,2020-11-02,81074,Russia,1742
111,2020-11-02,79196,Other,1493
111,2020-11-03,76724,Russia,8014
111,2020-11-03,17786,Other,308
111,2020-11-04,26603,Russia,4989
111,2020-11-04,16375,Other,4655
111,2020-11-05,65840,Russia,5429
111,2020-11-05,53042,Other,1832
111,2020-11-06,45923,Other,3903
111,2020-11-06,25357,Russia,3905
111,2020-11-07,86869,Russia,8089
111,2020-11-07,17970,Other,8126
111,2020-11-08,81194,Russia,805
111,2020-11-08,75305,Other,6689
111,2020-11-09,37050,Russia,4037
111,2020-11-09,13334,Other,1646
111,2020-11-10,82309,Russia,6482
111,2020-11-10,24777,Other,238
111,2020-11-11,47323,Russia,4356
111,2020-11-11,30303,Other,170
111,2020-11-12,78227,Other,2009
111,2020-11-12,12263,Russia,1692
111,2020-11-13,90068,Other,7970
111,2020-11-13,15860,Russia,4690
111,2020-11-14,99413,Russia,3017
111,2020-11-14,34121,Other,6524
111,2020-11-15,79489,Russia,8837
111,2020-11-15,27703,Other,4693
111,2020-11-16,88062,Other,9673
111,2020-11-16,44482,Russia,6827
111,2020-11-17,50687,Other,7842
111,2020-11-17,15414,Russia,8486
111,2020-11-18,40762,Russia,7288
111,2020-11-18,15195,Other,932
111,2020-11-19,78973,Other,5996
111,2020-11-19,15115,Russia,162
111,2020-11-20,35154,Russia,8097
111,2020-11-20,26724,Other,468
111,2020-11-21,43675,Russia,5482
111,2020-11-21,24542,Other,9836
111,2020-11-22,78836,Russia,5740
111,2020-11-22,46535,Other,7052
111,2020-11-23,94098,Other,9897
111,2020-11-23,64903,Russia,9085
111,2020-11-24,85142,Other,3463
111,2020-11-24,62119,Russia,811
111,2020-11-25,40898,Russia,5699
111,2020-11-25,12911,Other,3118
111,2020-11-26,90203,Russia,5219
111,2020-11-26,82085,Other,3851
111,2020-11-27,94982,Other,7708
111,2020-11-27,81868,Russia,8480
111,2020-11-28,31307,Russia,2522
111,2020-11-28,14741,Other,9373
111,2020-11-29,54263,Other,5591
111,2020-11-29,38845,Russia,1150
111,2020-11-30,62257,Russia,2921
111,2020-11-30,52626,Other,8067
111,2020-12-01,81239,Russia,923
111,2020-12-01,59959,Other,7783
111,2020-12-02,67543,Other,6306
111,2020-12-02,12421,Russia,9004
111,2020-12-03,95299,Russia,9314
111,2020-12-03,68546,Other,5155
111,2020-12-04,22427,Russia,1153
111,2020-12-04,16174,Other,3426
111,2020-12-05,94240,Russia,6175
111,2020-12-05,46193,Other,6915
111,2020-12-06,46906,Russia,9135
111,2020-12-06,32502,Other,9435
111,2020-12-07,90423,Other,1152
111,2020-12-07,34224,Russia,7713
111,2020-12-08,65407,Russia,9462
111,2020-12-08,20044,Other,7644
111,2020-12-09,48104,Other,3632
111,2020-12-09,40184,Russia,2447
111,2020-12-10,51987,Other,3854
111,2020-12-10,35111,Russia,4244
111,2020-12-11,77397,Russia,9702
111,2020-12-11,50008,Other,9291
111,2020-12-12,40824,Russia,7311
111,2020-12-12,31431,Other,5702
111,2020-12-13,38539,Russia,4693
111,2020-12-13,21761,Other,1831
111,2020-12-14,96183,Russia,4920
111,2020-12-14,40856,Other,4680
111,2020-12-15,85874,Other,5228
111,2020-12-15,41702,Russia,7886
111,2020-12-16,98597,Other,4261
111,2020-12-16,11767,Russia,7126
111,2020-12-17,44490,Russia,5880
111,2020-12-17,23033,Other,3406
111,2020-12-18,95603,Other,727
111,2020-12-18,63799,Russia,3860
111,2020-12-19,72593,Russia,4243
111,2020-12-19,61233,Other,5026
111,2020-12-20,75489,Other,9295
111,2020-12-20,40077,Russia,9235
111,2020-12-21,86978,Russia,6601
111,2020-12-21,33520,Other,5032
111,2020-12-22,37060,Russia,7102
111,2020-12-22,18276,Other,8700
111,2020-12-23,77302,Russia,8235
111,2020-12-23,69582,Other,9211
111,2020-12-24,40680,Other,8969
111,2020-12-24,10978,Russia,4055
111,2020-12-25,66922,Russia,4816
111,2020-12-25,55737,Other,4124
111,2020-12-26,92024,Other,304
111,2020-12-26,52028,Russia,9905
111,2020-12-27,83306,Other,2533
111,2020-12-27,44540,Russia,5938
111,2020-12-28,82689,Other,4901
111,2020-12-28,49277,Russia,8037
111,2020-12-29,30337,Russia,3822
111,2020-12-29,16956,Other,5142
111,2020-12-30,96013,Other,6796
111,2020-12-30,10690,Russia,8435
111,2020-12-31,76819,Other,1998
111,2020-12-31,28165,Russia,7785
222,2020-01-01,67633,Russia,9870
222,2020-01-01,49051,Other,1300
222,2020-01-02,41265,Russia,272
222,2020-01-02,30342,Other,4558
222,2020-01-03,86014,Other,6773
222,2020-01-03,85018,Russia,6798
222,2020-01-04,57647,Other,1942
222,2020-01-04,16789,Russia,7879
222,2020-01-05,63388,Russia,8426
222,2020-01-05,11621,Other,1635
222,2020-01-06,89048,Other,2934
222,2020-01-06,43290,Russia,9251
222,2020-01-07,88564,Other,6020
222,2020-01-07,76780,Russia,544
222,2020-01-08,62574,Other,5056
222,2020-01-08,43795,Russia,6471
222,2020-01-09,93148,Other,357
222,2020-01-09,26066,Russia,9909
222,2020-01-10,93784,Russia,6941
222,2020-01-10,42284,Other,9016
222,2020-01-11,98312,Other,471
222,2020-01-11,45495,Russia,9498
222,2020-01-12,91587,Other,4821
222,2020-01-12,31944,Russia,5400
222,2020-01-13,78923,Other,8211
222,2020-01-13,53218,Russia,3219
